time,pitch,roll,co2
2022/12/22 23:19:56,-0.403,1.26,0
2022/12/22 23:19:57,0.101,1.671,0
2022/12/22 23:19:59,0.153,1.813,0
2022/12/22 23:20:00,-0.608,2.102,0
2022/12/22 23:20:01,0.719,1.831,0
2022/12/22 23:20:02,-0.355,1.766,0
2022/12/22 23:20:03,-0.454,1.152,0
2022/12/22 23:20:04,0.354,1.331,0
2022/12/22 23:20:06,-0.202,0.987,0
2022/12/22 23:20:07,1.085,2.187,0
2022/12/22 23:20:08,0,1.712,0
2022/12/22 23:20:09,-0.451,1.834,0
2022/12/22 23:20:11,-0.409,1.617,0
2022/12/22 23:20:12,-0.512,2.397,0
2022/12/22 23:20:13,0.153,1.918,0
2022/12/22 23:20:14,-0.306,2.349,0
2022/12/22 23:20:15,0.303,1.989,0
2022/12/22 23:20:17,0.462,1.535,0
2022/12/22 23:20:18,0.612,1.604,0
2022/12/22 23:20:19,0.255,1.081,25
2022/12/22 23:20:20,0.309,1.619,45
2022/12/22 23:20:21,0.256,1.543,41
2022/12/22 23:20:23,0.884,1.772,55
2022/12/22 23:20:24,0.575,1.226,86
2022/12/22 23:20:25,0.205,1.989,61
2022/12/22 23:20:26,0.051,0.879,30
2022/12/22 23:20:27,-0.355,1.253,0
2022/12/22 23:20:29,-0.303,1.084,0
2022/12/22 23:20:30,1.082,1.311,0
2022/12/22 23:20:31,0.452,1.371,0
2022/12/22 23:20:32,0.406,1.715,0
2022/12/22 23:20:33,0.103,1.097,0
2022/12/22 23:20:35,0.409,1.143,0
2022/12/22 23:20:36,-0.156,1.671,0
2022/12/22 23:20:37,-0.052,1.736,0
2022/12/22 23:20:38,-0.258,1.659,0
2022/12/22 23:20:40,0.512,0.731,0
2022/12/22 23:20:41,0.104,1.629,0
2022/12/22 23:20:42,0.051,1.622,0
2022/12/22 23:20:43,0,1.499,0
2022/12/22 23:20:44,-0.663,1.31,0
2022/12/22 23:20:46,1.147,1.888,0
2022/12/22 23:20:47,-0.256,0.894,0
2022/12/22 23:20:48,0.103,1.002,0
2022/12/22 23:20:49,0.302,1.103,0
2022/12/22 23:20:50,0.363,1.606,0
2022/12/22 23:20:52,0.353,1.785,0
2022/12/22 23:20:53,0.051,1.514,0
2022/12/22 23:20:54,-0.052,1.303,0
2022/12/22 23:20:55,-0.308,1.774,0
2022/12/22 23:20:56,0.051,1.869,0
2022/12/22 23:20:58,0.206,1.603,0
2022/12/22 23:20:59,-0.509,1.304,0
2022/12/22 23:21:00,-0.153,1.246,0
2022/12/22 23:21:01,0.102,1.659,0
2022/12/22 23:21:02,0.202,1.836,0
2022/12/22 23:21:04,-0.616,1.105,0
2022/12/22 23:21:05,-0.154,2.051,0
2022/12/22 23:21:06,-0.103,0.626,0
2022/12/22 23:21:07,0.052,1.358,0
2022/12/22 23:21:09,-0.206,2.032,0
2022/12/22 23:21:10,0.255,1.634,0
2022/12/22 23:21:11,0.455,1.62,0
2022/12/22 23:21:12,-0.257,1.758,0
2022/12/22 23:21:13,-0.05,1.518,0
2022/12/22 23:21:15,0.416,1.104,0
2022/12/22 23:21:16,0.306,2.047,0
2022/12/22 23:21:17,0.304,1.463,84
2022/12/22 23:21:18,0.304,1.525,213
2022/12/22 23:21:19,0.153,1.659,272
2022/12/22 23:21:21,0.403,0.894,224
2022/12/22 23:21:22,0.414,1.568,146
2022/12/22 23:21:23,0.156,2.127,98
2022/12/22 23:21:25,0.617,0.833,58
2022/12/22 23:21:26,-0.311,2.481,14
2022/12/22 23:21:27,0.102,1.004,0
2022/12/22 23:21:28,0.413,1.514,0
2022/12/22 23:21:29,0.607,1.444,0
2022/12/22 23:21:30,-0.704,0.741,0
2022/12/22 23:21:32,0.207,1.502,0
2022/12/22 23:21:33,-0.051,1.653,0
2022/12/22 23:21:34,0,1.204,0
2022/12/22 23:21:35,-0.413,1.644,0
2022/12/22 23:21:36,1.131,0.85,0
2022/12/22 23:21:38,-0.104,1.455,0
2022/12/22 23:21:39,0.261,1.729,0
2022/12/22 23:21:40,0.516,1.252,0
2022/12/22 23:21:41,-0.563,1.461,0
2022/12/22 23:21:42,-0.205,0.671,0
2022/12/22 23:21:44,-0.512,1.568,0
2022/12/22 23:21:45,-0.104,1.298,0
2022/12/22 23:21:46,-0.153,1.89,0
2022/12/22 23:21:47,0.455,1.445,0
2022/12/22 23:21:48,0.102,1.308,0
2022/12/22 23:21:50,0.154,1.144,11
2022/12/22 23:21:51,0.155,1.568,30
2022/12/22 23:21:52,-0.661,1.161,46
2022/12/22 23:21:54,0.405,2.199,45
2022/12/22 23:21:59,0.156,0.99,17
2022/12/22 23:21:59,-0.052,1.851,0
2022/12/22 23:21:59,0.717,1.572,0
2022/12/22 23:21:59,0.208,1.706,0
2022/12/22 23:21:59,-0.052,0.894,0
2022/12/22 23:22:01,0.051,1.717,0
2022/12/22 23:22:02,0.367,1.495,0
2022/12/22 23:22:03,0,0.9440001,0
2022/12/22 23:22:04,0.051,1.975,0
2022/12/22 23:22:06,-0.256,1.737,0
2022/12/22 23:22:07,0.408,1.454,0
2022/12/22 23:22:08,0.9309999,1.458,0
2022/12/22 23:22:09,0.769,1.044,0
2022/12/22 23:22:10,0.052,2.09,0
2022/12/22 23:22:11,0.051,1.935,0
2022/12/22 23:22:13,-0.404,1.711,0
2022/12/22 23:22:14,0.051,1.097,0
2022/12/22 23:22:15,-0.154,1.626,0
2022/12/22 23:22:16,0.204,1.703,0
2022/12/22 23:22:17,0.621,1.837,0
2022/12/22 23:22:19,-0.354,1.899,0
2022/12/22 23:22:20,0.259,1.158,0
2022/12/22 23:22:21,0.101,1.729,0
2022/12/22 23:22:22,-0.2,1.364,0
2022/12/22 23:22:24,0.356,1.792,6
2022/12/22 23:22:25,0.467,0.933,41
2022/12/22 23:22:26,-0.051,0.158,194
2022/12/22 23:22:27,0.771,1.153,199
2022/12/22 23:22:28,0,1.303,149
2022/12/22 23:22:30,0.306,0.9969999,82
2022/12/22 23:22:31,0.202,2.282,33
2022/12/22 23:22:32,-0.051,1.405,0
2022/12/22 23:22:33,-0.103,1.679,0
2022/12/22 23:22:34,-0.258,1.141,0
2022/12/22 23:22:36,0.561,1.626,0
2022/12/22 23:22:37,-0.051,1.798,0
2022/12/22 23:22:38,0.152,1.359,0
2022/12/22 23:22:39,0.634,1.914,0
2022/12/22 23:22:41,0.733,1.518,0
2022/12/22 23:22:42,0.202,1.355,0
2022/12/22 23:22:43,-0.303,1.419,0
2022/12/22 23:22:44,0.155,1.245,0
2022/12/22 23:22:45,0.625,1.754,0
2022/12/22 23:22:47,0.259,1.571,0
2022/12/22 23:22:48,0.051,2.517,0
2022/12/22 23:22:49,-0.102,2.086,0
2022/12/22 23:22:50,-0.399,1.975,0
2022/12/22 23:22:52,-0.26,1.418,0
2022/12/22 23:22:53,-0.052,1.686,0
2022/12/22 23:22:54,0.305,1.11,0
2022/12/22 23:22:55,-0.462,1.038,0
2022/12/22 23:22:56,1.014,1.401,0
2022/12/22 23:22:58,-0.204,1.385,0
2022/12/22 23:22:59,-0.103,1.366,0
2022/12/22 23:23:00,-0.411,1.916,0
2022/12/22 23:23:01,-0.051,1.914,0
2022/12/22 23:23:02,0.525,1.608,0
2022/12/22 23:23:03,-0.564,1.923,0
2022/12/22 23:23:05,0.05,1.957,0
2022/12/22 23:23:06,0.413,1.473,0
2022/12/22 23:23:07,0.152,2.193,0
2022/12/22 23:23:08,-0.506,2.084,0
2022/12/22 23:23:10,-0.41,1.581,0
2022/12/22 23:23:11,0.626,1.695,0
2022/12/22 23:23:12,-0.101,1.001,0
2022/12/22 23:23:13,0.101,1.052,0
2022/12/22 23:23:14,0,1.4,0
2022/12/22 23:23:16,0.565,2.079,0
2022/12/22 23:23:17,-0.664,0.939,0
2022/12/22 23:23:18,-0.357,1.465,0
2022/12/22 23:23:19,-0.358,1.513,0
2022/12/22 23:23:20,0,1.416,0
2022/12/22 23:23:22,0.409,1.817,0
2022/12/22 23:23:23,-0.91,1.397,0
2022/12/22 23:23:24,-0.051,2,0
2022/12/22 23:23:25,-0.403,1.761,0
2022/12/22 23:23:26,0.463,1.36,0
2022/12/22 23:23:28,0.051,2.193,0
2022/12/22 23:23:29,0.102,1.149,0
2022/12/22 23:23:30,0.052,1.363,0
2022/12/22 23:23:31,0.401,1.617,0
2022/12/22 23:23:32,0.512,1.005,0
2022/12/22 23:23:34,-0.153,1.775,0
2022/12/22 23:23:35,-0.504,1.193,0
2022/12/22 23:23:36,0.311,1.561,0
2022/12/22 23:23:37,0,1.3,0
2022/12/22 23:23:39,0.202,1.839,0
2022/12/22 23:23:40,-0.201,2.201,0
2022/12/22 23:23:41,-0.352,2.193,0
2022/12/22 23:23:42,-0.101,1.93,0
2022/12/22 23:23:43,-0.102,1.714,0
2022/12/22 23:23:45,0.152,0.896,0
2022/12/22 23:23:46,0.102,0.849,0
2022/12/22 23:23:47,0.411,1.829,0
2022/12/22 23:23:48,0.404,1.569,0
2022/12/22 23:23:49,0.154,0.782,0
2022/12/22 23:23:51,-0.153,1.543,0
2022/12/22 23:23:52,-0.451,1.581,0
2022/12/22 23:23:53,0.571,1.668,0
2022/12/22 23:23:54,-0.051,1.532,0
2022/12/22 23:23:55,0.46,1.154,0
2022/12/22 23:23:57,0.361,1.991,0
2022/12/22 23:23:58,-0.66,2.253,0
2022/12/22 23:23:59,-0.411,1.534,0
2022/12/22 23:24:00,-0.465,1.622,0
2022/12/22 23:24:01,0.827,1.594,0
2022/12/22 23:24:03,0.051,1.104,0
2022/12/22 23:24:04,0.254,1.288,0
2022/12/22 23:24:05,0.511,2.115,0
2022/12/22 23:24:06,0.8719999,1.934,0
2022/12/22 23:24:08,1.239,1.617,0
2022/12/22 23:24:09,-0.254,2.142,0
2022/12/22 23:24:10,-0.101,1.046,0
2022/12/22 23:24:11,-0.503,1.513,0
2022/12/22 23:24:13,0.206,0.471,0
2022/12/22 23:24:14,0.82,0.891,28
2022/12/22 23:24:15,-0.05,1.252,55
2022/12/22 23:24:16,0.305,0.946,66
2022/12/22 23:24:17,-0.103,1.921,76
2022/12/22 23:24:19,-0.153,1.241,78
2022/12/22 23:24:20,-0.871,1.251,63
2022/12/22 23:24:21,-0.102,1.302,38
2022/12/22 23:24:22,0.457,1.521,24
2022/12/22 23:24:24,0.563,2.059,10
2022/12/22 23:24:25,0.101,1.304,10
2022/12/22 23:24:26,0.657,1.631,0
2022/12/22 23:24:27,0.257,1.837,2
2022/12/22 23:24:28,0.051,1.775,0
2022/12/22 23:24:30,0.154,1.808,0
2022/12/22 23:24:31,0.154,1.861,7
2022/12/22 23:24:32,0.154,1.039,4
2022/12/22 23:24:33,0.721,0.517,9
2022/12/22 23:24:34,0.413,1.086,0
2022/12/22 23:24:35,0.301,0.937,0
2022/12/22 23:24:37,0.717,1.088,2
2022/12/22 23:24:38,0.932,1.412,7
2022/12/22 23:24:39,0.051,0.636,6
2022/12/22 23:24:40,-0.155,1.78,0
2022/12/22 23:24:42,-0.358,1.045,0
2022/12/22 23:24:43,-0.312,1.463,5
2022/12/22 23:24:44,0,1.782,6
2022/12/22 23:24:45,0.051,1.614,5
2022/12/22 23:24:47,-0.357,1.222,5
2022/12/22 23:24:48,0.467,0.627,1
2022/12/22 23:24:49,0,1.507,0
2022/12/22 23:24:50,0.362,1.309,0
2022/12/22 23:24:51,-0.357,1.102,0
2022/12/22 23:24:52,0.202,1.517,4
2022/12/22 23:24:54,0.308,1.897,0
2022/12/22 23:24:55,0.205,2.096,3
2022/12/22 23:24:56,-0.461,1.517,0
2022/12/22 23:24:57,-0.758,1.509,0
2022/12/22 23:24:58,0.716,1.683,1
2022/12/22 23:25:00,0.259,1.19,3
2022/12/22 23:25:01,0.305,1.358,0
2022/12/22 23:25:02,0.303,1.68,1
2022/12/22 23:25:03,-0.153,1.574,1
2022/12/22 23:25:05,0.312,0.782,12
2022/12/22 23:25:06,-0.156,0.9969999,0
2022/12/22 23:25:07,-0.255,1.297,12
2022/12/22 23:25:08,-0.2,1.187,8
2022/12/22 23:25:10,-0.102,1.412,6
2022/12/22 23:25:11,0.414,1.412,0
2022/12/22 23:25:12,0.312,1.751,17
2022/12/22 23:25:13,0.052,0.681,42
2022/12/22 23:25:14,-0.103,1.05,61
2022/12/22 23:25:16,-0.3,1.711,57
2022/12/22 23:25:17,0.511,1.559,35
2022/12/22 23:25:18,0.153,2.146,26
2022/12/22 23:25:19,0.562,1.197,17
2022/12/22 23:25:20,0.359,1.623,13
2022/12/22 23:25:22,0.354,1.743,10
2022/12/22 23:25:23,0.562,1.326,4
2022/12/22 23:25:24,-0.709,1.463,0
2022/12/22 23:25:25,0.31,1.463,0
2022/12/22 23:25:26,0.202,1.145,0
2022/12/22 23:25:28,0,1.245,1
2022/12/22 23:25:29,0.356,1.04,0
2022/12/22 23:25:30,-0.103,1.888,0
2022/12/22 23:25:31,0.051,1.613,2
2022/12/22 23:25:32,0.357,1.653,1
2022/12/22 23:25:34,0.155,2.41,5
2022/12/22 23:25:35,-0.36,1.559,7
2022/12/22 23:25:36,0.203,2.301,14
2022/12/22 23:25:38,-0.103,1.401,17
2022/12/22 23:25:39,-0.258,1.25,11
2022/12/22 23:25:40,-0.151,1.729,11
2022/12/22 23:25:41,0.051,1.973,27
2022/12/22 23:25:42,0.46,1.572,15
2022/12/22 23:25:43,-0.355,1.895,11
2022/12/22 23:25:45,0.514,1.634,18
2022/12/22 23:25:46,0.153,1.946,18
2022/12/22 23:25:47,-0.51,2.14,79
2022/12/22 23:25:48,1.086,1.824,161
2022/12/22 23:25:50,0.511,1.365,187
2022/12/22 23:25:51,-0.409,1.356,145
2022/12/22 23:25:52,0.364,0.896,111
2022/12/22 23:25:53,0,1.824,79
2022/12/22 23:25:54,0.671,1.154,56
2022/12/22 23:25:56,0.458,1.155,42
2022/12/22 23:25:57,-0.401,1.309,39
2022/12/22 23:25:58,0.052,1.824,24
2022/12/22 23:25:59,0,1.68,17
2022/12/22 23:26:01,0.403,1.469,16
2022/12/22 23:26:02,-0.202,1.998,12
2022/12/22 23:26:03,0.203,0.84,13
2022/12/22 23:26:04,-0.409,1.697,12
2022/12/22 23:26:06,-0.256,1.614,5
2022/12/22 23:26:07,-0.306,1.697,5
2022/12/22 23:26:08,0.454,1.674,10
2022/12/22 23:26:09,0.153,1.902,17
2022/12/22 23:26:10,0.464,1.134,19
2022/12/22 23:26:12,-0.556,1.514,42
2022/12/22 23:26:13,-0.357,2.062,70
2022/12/22 23:26:14,0,2.237,69
2022/12/22 23:26:15,0.505,1.104,53
2022/12/22 23:26:17,0.051,1.623,40
2022/12/22 23:26:18,0.617,1.619,41
2022/12/22 23:26:19,-0.305,1.532,52
2022/12/22 23:26:20,0,0.889,54
2022/12/22 23:26:21,0.8719999,1.026,60
2022/12/22 23:26:23,0.468,1.192,42
2022/12/22 23:26:24,0.879,1.111,26
2022/12/22 23:26:25,0,1.159,29
2022/12/22 23:26:26,0.253,1.88,43
2022/12/22 23:26:28,-0.564,1.148,45
2022/12/22 23:26:29,0.307,1.485,67
2022/12/22 23:26:30,0.516,1.775,107
2022/12/22 23:26:31,0.257,1.363,112
2022/12/22 23:26:32,0.813,1.731,92
2022/12/22 23:26:34,0.103,1.242,76
2022/12/22 23:26:35,-0.459,1.319,72
2022/12/22 23:26:36,-0.253,1.203,58
2022/12/22 23:26:37,-0.203,1.775,53
2022/12/22 23:26:38,-0.357,1.777,70
2022/12/22 23:26:40,-0.051,1.782,113
2022/12/22 23:26:41,-0.404,1.287,121
2022/12/22 23:26:43,0.413,1.104,93
2022/12/22 23:26:43,-0.051,1.717,58
2022/12/22 23:26:45,0.103,1.309,39
2022/12/22 23:26:46,0.31,1.973,29
2022/12/22 23:26:47,-0.403,0.892,24
2022/12/22 23:26:48,0.668,1.854,26
2022/12/22 23:26:49,0.156,1.774,16
2022/12/22 23:26:51,0,1.731,13
2022/12/22 23:26:52,-0.304,1.51,11
2022/12/22 23:26:53,-0.305,0.786,0
2022/12/22 23:26:54,0.465,2.272,2
2022/12/22 23:26:56,0.157,1.258,0
2022/12/22 23:26:57,-0.051,1.409,0
2022/12/22 23:26:58,-0.607,1.416,0
2022/12/22 23:26:59,0.307,1.156,2
2022/12/22 23:27:00,-0.308,1.129,6
2022/12/22 23:27:02,0.103,1.653,10
2022/12/22 23:27:03,0.252,1.404,15
2022/12/22 23:27:04,0,1.547,11
2022/12/22 23:27:05,0.05,1.455,15
2022/12/22 23:27:06,0.153,1.268,11
2022/12/22 23:27:08,-0.616,1.849,8
2022/12/22 23:27:09,0.255,2.386,3
2022/12/22 23:27:10,0.417,0.89,1
2022/12/22 23:27:11,-0.103,2.265,8
2022/12/22 23:27:13,0.051,1.347,11
2022/12/22 23:27:14,-0.103,1.15,0
2022/12/22 23:27:15,-0.254,1.453,0
2022/12/22 23:27:16,0.556,1.611,0
2022/12/22 23:27:17,-0.051,1.668,0
2022/12/22 23:27:19,0.102,1.008,0
2022/12/22 23:27:20,-0.767,1.739,0
2022/12/22 23:27:21,0.714,2.39,0
2022/12/22 23:27:22,-0.708,2.094,19
2022/12/22 23:27:23,0.051,1.581,15
2022/12/22 23:27:25,0.311,1.622,12
2022/12/22 23:27:26,-0.152,1.112,32
2022/12/22 23:27:27,0.358,1.728,15
2022/12/22 23:27:28,0.803,1.663,12
2022/12/22 23:27:30,0.506,2.025,2
2022/12/22 23:27:33,0.719,1.821,2
2022/12/22 23:27:33,0.519,2.249,0
2022/12/22 23:27:33,0.519,1.747,0
2022/12/22 23:27:34,0.256,1.149,0
2022/12/22 23:27:36,-0.155,1.105,0
2022/12/22 23:27:38,0.204,1.319,0
2022/12/22 23:27:38,0.565,1.774,0
2022/12/22 23:27:39,0.514,2.195,0
2022/12/22 23:27:40,-0.612,1.97,0
2022/12/22 23:27:42,0,1.304,0
2022/12/22 23:27:44,-0.298,1.198,0
2022/12/22 23:27:44,0.552,1.668,0
2022/12/22 23:27:45,0,1.885,0
2022/12/22 23:29:21,-0.202,1.407,0
2022/12/22 23:29:21,0.258,1.558,0
2022/12/22 23:29:21,-0.561,1.527,0
2022/12/22 23:29:21,0.409,1.622,0
2022/12/22 23:29:21,-0.467,1.614,0
2022/12/22 23:29:21,0,1.484,0
2022/12/22 23:29:21,-0.254,0.84,0
2022/12/22 23:29:21,0.052,2.233,0
2022/12/22 23:29:21,0,1.619,0
2022/12/22 23:29:21,-0.206,1.568,0
2022/12/22 23:29:21,-0.304,1.259,0
2022/12/22 23:29:21,-1.11,1.359,0
2022/12/22 23:29:21,0.1,1.822,0
2022/12/22 23:29:21,0,1.499,0
2022/12/22 23:29:21,0.409,0.948,0
2022/12/22 23:29:21,-0.154,1.097,0
2022/12/22 23:29:21,0.458,1.585,0
2022/12/22 23:29:21,-0.105,2.189,0
2022/12/22 23:29:21,0.052,1.505,0
2022/12/22 23:29:21,0.207,1.041,0
2022/12/22 23:29:21,0.36,1.353,0
2022/12/22 23:29:21,0,1.843,0
2022/12/22 23:29:21,0.464,1.288,0
2022/12/22 23:29:21,0.403,1.455,0
2022/12/22 23:29:21,0,1.296,0
2022/12/22 23:29:21,0.152,1.308,0
2022/12/22 23:29:21,0.707,1.477,0
2022/12/22 23:29:21,-0.505,2.062,0
2022/12/22 23:29:21,-0.205,1.363,0
2022/12/22 23:29:21,0,1.209,0
2022/12/22 23:29:21,-0.052,1.35,0
2022/12/22 23:29:21,0.152,2.004,0
2022/12/22 23:29:21,0.205,1.412,1
2022/12/22 23:29:21,-0.607,1.946,0
2022/12/22 23:29:21,0.406,2.214,0
2022/12/22 23:29:21,0.464,1.861,0
2022/12/22 23:29:21,0.563,1.659,0
2022/12/22 23:29:21,0.153,1.65,0
2022/12/22 23:29:21,0.358,1.251,0
2022/12/22 23:29:21,0.31,1.868,0
2022/12/22 23:29:21,-0.05,1.361,0
2022/12/22 23:29:21,0.051,1.594,0
2022/12/22 23:29:21,-0.357,1.343,0
2022/12/22 23:29:21,0.518,1.209,0
2022/12/22 23:29:21,-0.458,1.934,0
2022/12/22 23:29:21,0.052,1.766,0
2022/12/22 23:29:21,-0.356,1.506,0
2022/12/22 23:29:21,0.104,1.737,0
2022/12/22 23:29:21,0.155,2.177,0
2022/12/22 23:29:21,-0.515,1.101,0
2022/12/22 23:29:21,0.976,1.551,0
2022/12/22 23:29:21,0.259,1.358,0
2022/12/22 23:29:21,-0.251,1.091,0
2022/12/22 23:29:21,-0.553,2.131,0
2022/12/22 23:29:21,0,1.36,0
2022/12/22 23:29:21,-0.563,1.457,0
2022/12/22 23:29:21,-0.206,2.144,7
2022/12/22 23:29:21,0.152,1.016,24
2022/12/22 23:29:21,-0.354,2.179,40
2022/12/22 23:29:21,-0.763,1.628,55
2022/12/22 23:29:21,-0.052,1.822,59
2022/12/22 23:29:21,0.207,1.36,45
2022/12/22 23:29:21,-0.611,1.663,24
2022/12/22 23:29:21,0.565,1.426,27
2022/12/22 23:29:21,0.619,1.587,11
2022/12/22 23:29:21,0.357,1.135,7
2022/12/22 23:29:21,0.615,2.023,0
2022/12/22 23:29:21,-0.102,1.937,0
2022/12/22 23:29:21,0.052,1.193,5
2022/12/22 23:29:21,-0.101,2.465,0
2022/12/22 23:29:21,-0.051,1.721,0
2022/12/22 23:29:21,0.051,1.458,0
2022/12/22 23:29:21,0.863,1.745,3
2022/12/22 23:29:21,-0.407,1.846,4
2022/12/22 23:29:21,-0.36,1.446,5
2022/12/22 23:29:21,0.207,2.382,0
2022/12/22 23:29:21,0.051,1.001,0
2022/12/22 23:29:21,-0.605,1.72,0
2022/12/22 23:29:21,0.101,1.53,22
2022/12/22 23:29:22,0.257,0.827,12
2022/12/22 23:29:23,0,1.601,12
2022/12/22 23:29:25,-0.414,1.146,0
2022/12/22 23:29:26,0.412,1.35,2
2022/12/22 23:29:27,0.661,1.628,5
2022/12/22 23:29:28,-0.409,0.721,0
2022/12/22 23:29:29,0.052,1.095,3
2022/12/22 23:29:31,0.305,1.989,1
2022/12/22 23:29:32,-0.052,1.452,0
2022/12/22 23:29:33,0.103,1.042,7
2022/12/22 23:29:34,0.255,1.921,11
2022/12/22 23:29:36,0.606,1.666,5
2022/12/22 23:29:37,0.468,0.996,5
2022/12/22 23:29:38,0.558,1.457,2
2022/12/22 23:29:39,0.204,0.688,14
2022/12/22 23:29:40,-0.46,0.784,1
2022/12/22 23:29:42,-0.409,1.148,8
2022/12/22 23:29:43,0.253,0.996,0
2022/12/22 23:29:44,1.155,1.951,5
2022/12/22 23:29:45,0.461,2.521,10
2022/12/22 23:29:47,0.308,0.837,5
2022/12/22 23:29:48,0.05,1.806,8
2022/12/22 23:29:49,0.206,1.42,10
2022/12/22 23:29:50,-0.405,1.345,4
2022/12/22 23:29:51,-0.417,1.666,12
2022/12/22 23:29:53,0.725,1.635,5
2022/12/22 23:29:54,-0.405,1.21,6
2022/12/22 23:29:55,-0.456,1.822,0
2022/12/22 23:29:56,-0.359,1.19,0
2022/12/22 23:29:57,-0.704,1.105,0
2022/12/22 23:29:59,-0.155,1.101,9
2022/12/22 23:30:00,0.204,1.048,6
2022/12/22 23:30:01,-0.203,1.873,2
2022/12/22 23:30:02,0.567,1.926,2
2022/12/22 23:30:04,0.155,1.291,0
2022/12/22 23:30:05,-0.309,1.198,0
2022/12/22 23:30:06,-0.051,1.441,0
2022/12/22 23:30:07,-0.305,2.036,0
2022/12/22 23:30:08,0.627,2.044,0
2022/12/22 23:30:10,-0.359,0.983,0
2022/12/22 23:30:11,0,1.725,1
2022/12/22 23:30:12,-0.155,1.575,0
2022/12/22 23:30:13,-0.31,1.407,8
2022/12/22 23:30:14,-0.155,1.189,10
2022/12/22 23:30:16,1.282,1.313,3
2022/12/22 23:30:17,0.255,1.347,8
2022/12/22 23:30:18,0.875,2.243,5
2022/12/22 23:30:19,-0.204,1.595,13
2022/12/22 23:30:21,0.514,0.99,5
2022/12/22 23:30:22,-0.312,1.088,5
2022/12/22 23:30:23,-0.301,1.214,9
2022/12/22 23:30:24,0.051,1.561,16
2022/12/22 23:30:25,0.358,1.364,19
2022/12/22 23:30:27,0,1.05,17
2022/12/22 23:30:28,-0.41,1.304,26
2022/12/22 23:30:29,0,2.069,11
2022/12/22 23:30:30,0.051,1.476,17
2022/12/22 23:30:31,-0.103,1.308,20
2022/12/22 23:30:33,0,0.992,24
2022/12/22 23:30:34,0.157,1.467,27
2022/12/22 23:30:35,0.971,1.388,26
2022/12/22 23:30:36,-0.05,1.3,19
2022/12/22 23:30:38,-0.101,2.1,12
2022/12/22 23:30:39,0.253,2.301,26
2022/12/22 23:30:40,0.511,0.778,15
2022/12/22 23:30:41,0.208,1.204,13
2022/12/22 23:30:42,0.563,1.777,11
2022/12/22 23:30:44,0.051,1.728,16
2022/12/22 23:30:45,-0.561,1.564,84
2022/12/22 23:30:46,0.103,1.685,192
2022/12/22 23:30:47,1.347,1.62,199
2022/12/22 23:30:49,0.051,1.767,207
2022/12/22 23:30:50,0.259,1.704,206
2022/12/22 23:30:51,0.102,1.521,172
2022/12/22 23:30:52,1.039,2.187,130
2022/12/22 23:30:53,-0.699,1.932,99
2022/12/22 23:30:55,0.67,1.788,67
2022/12/22 23:30:56,0.051,1.248,56
2022/12/22 23:30:57,0,1.405,46
2022/12/22 23:30:58,0.256,1.641,31
2022/12/22 23:31:00,0.995,1.614,36
2022/12/22 23:31:01,0.05,1.797,26
2022/12/22 23:31:02,0.31,1.904,28
2022/12/22 23:31:03,-0.411,2.322,21
2022/12/22 23:31:04,-0.208,2.104,27
2022/12/22 23:31:06,-0.103,1.108,20
2022/12/22 23:31:07,0.204,1.373,22
2022/12/22 23:31:08,0.252,1.365,19
2022/12/22 23:31:09,0.154,1.966,21
2022/12/22 23:31:11,0.569,1.303,20
2022/12/22 23:31:12,0.156,1.993,21
2022/12/22 23:31:13,-0.05,1.874,18
2022/12/22 23:31:14,0.352,1.345,19
2022/12/22 23:31:15,0.312,1.21,11
2022/12/22 23:31:17,0.777,1.834,22
2022/12/22 23:31:18,0.363,2.115,12
2022/12/22 23:31:19,0.301,1.946,16
2022/12/22 23:31:20,0.414,1.049,27
2022/12/22 23:31:22,0.515,1.256,21
2022/12/22 23:31:23,0.254,1.64,16
2022/12/22 23:31:24,0.102,1.102,12
2022/12/22 23:31:25,0,1.558,14
2022/12/22 23:31:26,-0.467,1.153,16
2022/12/22 23:31:28,-0.257,1.354,17
2022/12/22 23:31:29,0.356,1.353,13
2022/12/22 23:31:30,-0.101,1.398,20
2022/12/22 23:31:31,0.362,1.72,17
2022/12/22 23:31:33,0.252,0.525,23
2022/12/22 23:31:34,0.253,2.179,1
2022/12/22 23:31:35,0,1.606,7
2022/12/22 23:31:37,0.259,1.859,13
2022/12/22 23:31:38,-0.255,1.675,2
2022/12/22 23:31:39,0,2.555,1
2022/12/22 23:31:40,-0.365,2.508,5
2022/12/22 23:31:41,0.561,1.808,0
2022/12/22 23:31:42,-0.306,1.405,0
2022/12/22 23:31:43,0.411,1.568,4
2022/12/22 23:31:45,0,0.883,2
2022/12/22 23:31:46,0.205,1.774,6
2022/12/22 23:31:47,-0.101,1.826,0
2022/12/22 23:31:48,-0.255,1.425,8
2022/12/22 23:31:50,0.305,1.62,8
2022/12/22 23:31:51,0.357,1.056,12
2022/12/22 23:31:52,0.255,1.933,7
2022/12/22 23:31:53,-0.51,1.674,0
2022/12/22 23:31:54,-0.102,1.502,12
2022/12/22 23:31:56,0,0.948,11
2022/12/22 23:31:57,-0.051,1.091,8
2022/12/22 23:31:58,-0.209,2.01,0
2022/12/22 23:31:59,0.413,0.937,4
2022/12/22 23:32:01,-0.155,1.993,0
2022/12/22 23:32:02,-0.257,0.972,8
2022/12/22 23:32:03,0.816,2.044,9
2022/12/22 23:32:04,-0.867,1.474,7
